10022	240	3764
10022	245	204
10022	273	8081
10022	386	820
10022	435	773
10022	473	8079
10022	544	16605
10023	88	12766
10023	240	3764
10023	435	773
10024	107	130
10024	107	21119
10024	107	4059
10024	234	20918
10024	240	3764
10024	391	15477
10024	435	773
10024	458	3186
10024	536	1288
10024	536	1402
10025	107	14648
10025	107	829
10025	144	14950
10025	144	15068
10025	190	820
10025	195	820
10025	234	6492
10025	240	3764
10025	245	298
10025	385	9318
10025	435	773
10025	473	1561
10025	516	481
10025	529	5023
10025	530	13721
10026	17	10025
10026	222	298
10026	227	6130
10026	379	298
10026	483	10408
10027	379	298
10027	435	28995
10028	10	14535
10028	10	15935
10028	10	30794
10028	19	7116
10028	107	130
10028	107	13665
10028	107	14036
10028	107	16938
10028	107	25924
10028	107	8784
10028	107	9507
10028	151	25693
10028	170	13684
10028	190	1030
10028	190	820
10028	195	1030
10028	195	820
10028	234	18889
10028	234	5561
10028	240	3764
10028	259	407
10028	273	171
10028	374	23239
10028	385	2598
10028	391	14462
10028	391	14535
10028	391	15935
10028	391	2115
10028	391	30794
10028	391	4135
10028	391	501
10028	391	503
10028	391	543
10028	435	773
10028	516	4992
10028	536	5561
10029	343	313
1003	375	25772
1003	379	7349
1003	435	522
10030	107	130
10030	107	13665
10030	107	16057
10030	190	820
10030	234	8546
10030	240	3764
10030	245	298
10030	386	820
10030	435	773
10030	458	5658
10030	473	17251
10030	536	8546
10031	168	820
10031	322	298
10031	435	688
10032	107	130
10032	107	3288
10032	190	820
10032	240	3764
10032	379	298
10032	381	9608
10033	30	2600
10033	190	820
10033	195	820
10033	240	3764
10033	435	773
10033	458	10919
10034	107	3288
10034	240	3764
10034	435	773
10035	93	11387
10035	435	19271
10036	46	2537
10036	93	22
10036	117	4614
10036	117	4811
10036	450	22
10037	435	21942
10037	466	8711
10037	543	249
10038	93	22
10038	435	10311
10038	543	2808
10039	107	6536
10039	190	820
10039	234	22454
10039	234	23567
10039	240	3764
10039	245	298
10039	385	9318
10039	435	773
1004	93	914
1004	136	3764
1004	394	2171
1004	394	4429
1004	435	20162
10040	190	820
10040	234	1945
10040	240	3764
10040	245	298
10040	435	773
10040	473	7640
10040	473	8363
10040	530	10288
10040	536	1945
10041	190	820
10041	240	3764
10041	245	7349
10041	435	773
10041	473	268
10041	516	268
10042	240	3764
10042	435	773
10043	240	3764
10043	435	773
10044	107	130
10044	107	18589
10044	107	27612
10044	107	6424
10044	107	6966
10044	240	9581
10044	244	11
10044	245	298
10044	391	20206
10044	435	773
10044	458	5268
10044	466	29948
10044	512	6637
10045	284	4537
10047	33	362
10047	322	508
10047	343	10278
10047	435	1458
10048	336	5460
10049	93	16269
10049	93	9127
1005	62	8549
1005	88	5115
1005	107	6536
1005	161	27406
1005	190	820
1005	234	12986
1005	234	6304
1005	240	3764
1005	245	298
1005	435	773
1005	473	1176
1005	530	8315
1005	536	15312
10050	166	25971
10050	379	1806
10051	107	130
10051	107	1879
10051	107	4059
10051	190	77
10051	195	77
10051	240	3764
10051	245	9408
10051	435	773
10052	107	130
10052	107	4059
10052	190	820
10052	234	5561
10052	240	3764
10052	245	204
10052	272	14068
10052	391	15477
10052	391	30861
10052	435	773
10052	473	407
10053	19	7116
10053	30	2600
10053	107	17221
10053	107	1872
10053	148	14533
10053	190	820
10053	240	3764
10053	245	204
10053	273	14199
10053	348	423
10053	386	820
10053	435	773
10053	458	1260
10053	458	16164
10053	473	14199
10053	530	8315
10053	544	16605
10054	93	761
10054	93	9871
10054	412	2161
10054	435	1388
10054	435	3016
10055	88	7843
10055	107	6536
10055	190	820
10055	234	1945
10055	240	3764
10055	245	298
10055	435	773
10055	458	16221
10055	473	597
10055	516	597
10055	536	30216
10057	42	14199
10057	42	6674
10057	379	298
10057	435	28995
10058	46	9081
10058	185	18668
10058	267	708
10059	0	3984
10059	320	21756
10059	379	298
10059	435	59
10059	435	851
1006	93	588
1006	270	1967
1006	327	4057
1006	362	4057
10060	168	820
10060	322	298
10060	435	5453
10061	379	298
10061	504	302
10062	87	10063
10062	322	204
10062	322	298
10062	343	820
10062	346	298
10062	379	298
10062	435	341
10062	454	10063
10063	88	10065
10063	107	17221
10063	107	8229
10063	190	820
10063	240	3764
10063	245	298
10063	387	10062
10063	391	10062
10063	391	12032
10063	435	773
10063	473	116
10064	22	24117
10064	151	11252
10064	151	122
10064	190	1030
10064	240	3764
10064	245	4812
10064	413	30709
10064	435	773
10065	343	536
10066	107	14102
10066	240	3764
10066	435	773
10066	458	265
10066	473	407
10067	168	820
10067	263	18828
10067	322	1201
10067	322	204
10067	322	298
10067	376	1176
10067	376	20155
10067	382	1098
10067	416	4044
10067	435	688
10067	492	116
10067	492	13585
10067	492	9407
10068	277	672
10068	322	57
10068	343	515
10069	343	461
10069	343	515
10069	343	820
1007	169	6496
10071	343	93
10072	322	298
10072	343	820
10072	361	11706
10072	429	5846
10072	435	5453
10073	379	2287
10073	504	2287
10075	343	10604
10075	343	6983
10076	395	19057
10077	107	130
10077	107	3288
10077	107	4059
10077	170	3529
10077	190	820
10077	195	820
10077	234	31076
10077	240	3764
10077	245	204
10077	318	4093
10077	337	7848
10077	386	820
10077	391	712
10077	435	773
10077	466	30389
10078	107	1038
10078	107	130
10078	107	1879
10078	107	28173
10078	107	3288
10078	107	6424
10078	190	820
10078	195	820
10078	240	9581
10078	245	298
10078	272	25000
10078	273	1141
10078	273	648
10078	323	25313
10078	374	25120
10078	386	820
10078	391	31
10078	435	773
10078	466	29948
10078	516	1141
10078	529	6044
10079	107	10360
10079	107	130
10079	107	13665
10079	107	1879
10079	107	3288
10079	107	4059
10079	190	820
10079	195	820
10079	240	3764
10079	435	773
10079	481	14524
1008	93	14068
1008	194	24447
1008	229	3770
1008	298	8465
1008	306	7377
1008	339	12781
1008	534	21220
1008	534	4599
10080	107	130
10080	107	3288
10080	190	820
10080	195	820
10080	240	3764
10080	245	204
10080	259	407
10080	386	820
10080	435	773
10080	466	30389
10080	473	14199
10080	516	31204
10081	107	130
10081	107	1879
10081	190	820
10081	195	820
10081	240	9581
10081	245	171
10081	245	204
10081	386	820
10081	435	773
10081	458	3036
10081	466	30389
10081	473	407
10082	107	130
10082	107	3288
10082	107	5246
10082	190	515
10082	190	820
10082	195	820
10082	240	9581
10082	245	204
10082	435	773
10082	458	10076
10082	466	29948
10082	516	116
10083	107	130
10083	190	1643
10083	190	820
10083	240	9581
10083	245	298
10083	259	19743
10083	435	773
10083	458	968
10083	473	3434
10084	107	130
10084	107	3288
10084	107	4059
10084	190	820
10084	234	10000
10084	240	3764
10084	245	298
10084	435	773
10084	473	15084
10085	88	29126
10085	107	11678
10085	107	130
10085	107	14102
10085	107	20814
10085	107	22034
10085	107	3288
10085	107	829
10085	151	829
10085	190	93
10085	195	93
10085	240	3764
10085	245	6597
10085	272	13934
10085	272	152
10085	279	8914
10085	318	4168
10085	361	1359
10085	361	485
10085	361	8380
10085	391	30861
10085	391	3329
10085	391	441
10085	435	773
10085	458	22890
10085	516	720
10086	107	130
10086	190	127
10086	195	127
10086	240	3764
10086	435	773
10086	473	8137
10087	107	130
10087	107	13665
10087	190	10278
10087	195	10278
10087	240	3764
10087	337	2103
10087	435	773
10087	516	17946
10088	195	93
10088	391	5413
10088	530	10288
10089	62	8549
10089	107	130
10089	107	3288
10089	144	14950
10089	151	9691
10089	190	820
10089	195	820
10089	240	3764
10089	245	298
10089	279	8914
10089	337	7848
10089	361	485
10089	361	8380
10089	361	848
10089	374	23148
10089	386	820
10089	435	773
10089	458	8965
1009	379	2033
1009	435	745
1009	504	4858
10090	107	130
10090	107	3288
10090	107	4059
10090	190	820
10090	240	9581
10090	245	204
10090	435	773
10090	458	5208
10090	458	5500
10090	473	407
10091	81	8807
10091	107	130
10091	107	13665
10091	107	1879
10091	107	5246
10091	190	515
10091	195	515
10091	234	27406
10091	240	3764
10091	244	10092
10091	245	2033
10091	279	14810
10091	386	515
10091	391	532
10091	435	773
10091	473	2032
10091	516	25666
10092	107	130
10092	107	1872
10092	190	515
10092	195	515
10092	240	9581
10092	244	10091
10092	245	57
10092	264	30023
10092	272	152
10092	361	27221
10092	386	515
10092	435	773
10092	458	6563
10093	107	11678
10093	107	130
10093	107	13665
10093	107	1879
10093	107	4059
10093	190	820
10093	195	820
10093	240	3764
10093	259	15732
10093	337	19870
10093	337	27762
10093	337	7848
10093	385	9318
10093	386	820
10093	435	773
10093	473	407
10093	536	2578
10094	4	1730
10094	107	130
10094	107	1879
10094	107	3288
10094	107	4059
10094	107	6536
10094	190	820
10094	195	820
10094	240	3764
10094	245	298
10094	435	773
10094	458	8085
10094	529	4157
10095	107	130
10095	107	3288
10095	190	820
10095	195	820
10095	240	9581
10095	245	204
10095	435	773
10095	473	5117
10095	516	407
10096	107	11678
10096	190	820
10096	240	3764
10096	245	298
10096	435	773
10097	107	130
10097	190	820
10097	195	820
10097	234	1012
10097	240	3764
10097	245	298
10097	435	773
10097	473	407
10097	536	4043
10098	107	130
10098	107	3288
10098	190	93
10098	195	93
10098	240	9581
10098	245	7517
10098	386	93
10098	435	773
10098	458	25031
10098	466	30389
10098	516	4172
10099	107	130
10099	107	3288
10099	190	820
10099	195	820
10099	240	9581
10099	245	204
10099	245	298
10099	386	820
10099	391	837
10099	435	773
10099	458	22013
10099	458	26245
10099	466	29948
10099	466	30389
10099	516	116
10099	530	11123
101	93	12
101	188	5768
101	270	4177
1010	93	88
1010	318	449
1010	379	298
10100	107	130
10100	107	3288
10100	107	4059
10100	190	820
10100	240	3764
10100	245	298
10100	391	20312
10100	435	773
10100	516	30555
10101	107	130
10101	107	3288
10101	107	4059
10101	107	5246
10101	190	820
10101	195	820
10101	234	1012
10101	234	14314
10101	234	7710
10101	240	9581
10101	245	298
10101	273	2990
10101	435	773
10101	458	11474
10101	466	29948
10101	473	4430
10102	107	130
10102	107	1879
10102	190	820
10102	195	820
10102	240	9581
10102	245	298
10102	435	773
10102	458	1273
10102	458	3304
10102	466	29948
10102	473	4743
10103	107	130
10103	107	3288
10103	190	820
10103	240	9581
10103	245	298
10103	391	16599
10103	391	837
10103	435	773
10103	458	9799
10103	516	2366
10104	107	1038
10104	107	130
10104	107	3288
10104	107	4059
10104	125	9608
10104	190	820
10104	190	93
10104	195	820
10104	195	93
10104	240	3764
10104	245	298
10104	318	88
10104	361	3254
10104	374	19819
10104	374	19923
10104	435	773
10104	458	9271
10104	466	30389
10104	530	15152
10105	107	130
10105	107	1879
10105	107	18908
10105	107	3288
10105	107	6536
10105	190	820
10105	195	820
10105	240	3764
10105	245	204
10105	391	30861
10105	391	31
10105	435	773
10105	473	29861
10106	107	130
10106	107	1879
10106	125	9608
10106	170	29710
10106	190	820
10106	195	820
10106	234	1747
10106	240	3764
10106	323	10107
10106	349	10107
10106	386	820
10106	435	773
10106	458	2184
10106	473	407
10107	107	130
10107	107	1879
10107	107	4059
10107	113	9528
10107	190	820
10107	195	820
10107	240	9581
10107	323	10106
10107	349	10106
10107	391	31
10107	435	773
10107	473	407
10107	516	407
10108	107	130
10108	107	13665
10108	107	1879
10108	107	3288
10108	107	3832
10108	107	7758
10108	190	820
10108	195	820
10108	234	21085
10108	240	3764
10108	245	1806
10108	337	7848
10108	361	30888
10108	361	3330
10108	386	820
10108	435	773
10108	458	1358
10108	466	30389
10108	473	1805
10108	516	1805
10108	530	6137
10109	435	773
10109	458	16920
1011	93	7902
1011	256	11542
1011	256	1924
1011	256	499
10110	107	130
10110	107	3288
10110	190	820
10110	195	820
10110	240	9581
10110	245	204
10110	386	820
10110	435	773
10110	446	3027
10110	466	30389
10110	516	28532
10111	22	24117
10111	22	8735
10111	107	130
10111	107	1879
10111	107	3288
10111	107	4059
10111	125	9608
10111	190	820
10111	195	820
10111	234	6492
10111	240	3764
10111	245	298
10111	374	16291
10111	374	16294
10111	435	773
10111	473	597
10111	530	15152
10112	107	11678
10112	107	130
10112	107	3288
10112	190	515
10112	190	820
10112	240	3764
10112	245	679
10112	435	773
10113	190	820
10113	240	9581
10113	435	773
10114	107	11678
10114	107	130
10114	190	3181
10114	190	820
10114	195	820
10114	234	16516
10114	238	13402
10114	240	3764
10114	245	298
10114	259	116
10114	259	7699
10114	337	27088
10114	386	3181
10114	435	773
10114	473	7699
10114	516	6325
10115	107	130
10115	107	1879
10115	107	3288
10115	170	12322
10115	170	14445
10115	170	1551
10115	170	21606
10115	170	2463
10115	190	515
10115	195	515
10115	240	3764
10115	245	57
10115	272	29110
10115	273	25396
10115	273	512
10115	361	1055
10115	361	31
10115	361	6586
10115	386	515
10115	391	200
10115	435	773
10115	458	13631
10115	466	30389
10115	473	25396
10115	530	8315
10116	107	130
10116	190	820
10116	234	4880
10116	240	9581
10116	435	773
10116	458	8175
10116	466	29948
10117	322	298
10117	361	11706
10117	435	5453
1012	14	2
1012	283	820
1012	379	298
1012	385	16952
1012	385	19084
1012	435	17357
1012	453	2739
1012	504	2739
1012	524	27180
10122	107	130
10122	107	3288
10122	190	3181
10122	190	820
10122	234	19193
10122	240	9581
10122	245	298
10122	361	17316
10122	435	773
10123	78	11135
10123	168	820
10123	322	298
10123	376	597
10123	382	1098
10123	429	11135
10123	435	688
10123	482	11135
10123	482	4904
10123	492	597
10124	67	3700
10124	67	7170
10125	93	67
10125	151	4901
10125	240	3764
10125	435	67
10126	322	679
10126	435	688
10126	492	16107
10127	379	298
10127	435	1361
10129	379	9407
10130	64	7614
10130	119	10131
10130	168	820
10130	263	17677
10130	263	22069
10130	275	10131
10130	311	22937
10130	322	298
10130	382	1098
10130	405	23825
10130	492	481
10131	30	29722
10131	107	130
10131	107	17221
10131	107	18589
10131	107	1872
10131	190	820
10131	195	820
10131	240	3764
10131	245	298
10131	374	10130
10131	386	820
10131	435	773
10131	473	116
10132	251	2340
10132	251	2982
10132	251	5003
10132	251	5514
10132	435	29792
10132	550	15291
10133	41	6237
10133	251	3734
10133	435	29528
10134	240	3764
10134	435	773
10135	93	6791
10137	93	12773
10137	154	2840
10138	107	130
10138	107	3288
10138	107	4059
10138	190	820
10138	240	3764
10138	245	298
10138	361	177
10138	435	773
10139	379	298
1014	186	298
1014	190	820
1014	203	4261
1014	240	3764
1014	245	298
1014	435	773
1014	458	14932
1014	473	20249
1014	475	21133
1014	475	675
1014	535	21503
1014	544	7964
10140	30	14075
10140	107	130
10140	107	17221
10140	107	3288
10140	170	802
10140	190	820
10140	240	3764
10140	245	298
10140	272	25000
10140	273	1961
10140	273	2774
10140	348	865
10140	361	177
10140	374	23248
10140	435	773
10140	473	2225
10140	516	1965
10140	529	2819
10140	530	8315
10140	536	8276
10141	78	27102
10141	168	820
10141	263	27102
10141	322	298
10141	376	2273
10141	382	1098
10141	382	23826
10141	435	688
10141	482	23826
10141	492	2273
10141	525	8614
10142	93	2706
10144	343	93
10146	277	2417
10146	311	21562
10146	343	820
10146	356	351
10146	426	2784
10147	186	1698
10147	190	77
10147	240	3764
10147	245	1698
10147	357	2867
10147	435	773
10147	458	9271
1015	107	130
1015	107	13665
1015	107	1879
1015	107	2455
1015	107	5246
1015	113	13934
1015	170	12600
1015	170	182
1015	170	19470
1015	170	24865
1015	170	30975
1015	170	3758
1015	170	924
1015	190	820
1015	195	820
1015	234	1945
1015	240	3764
1015	245	298
1015	272	13934
1015	318	88
1015	337	7848
1015	386	820
1015	391	1659
1015	391	22
1015	391	7078
1015	435	773
1015	458	3157
1015	481	2780
10150	78	24196
10150	168	820
10150	263	10829
10150	263	9738
10150	322	298
10150	382	1098
10150	388	10829
10150	416	13824
10150	435	688
10150	482	28592
10150	492	3472
10150	512	25312
10151	435	773
10153	88	9812
10153	107	14648
10153	151	9691
10153	186	298
10153	234	1413
10153	234	2578
10153	240	3764
10153	245	298
10153	435	773
10153	458	265
10153	473	1774
10154	240	3764
10154	435	773
10155	119	8304
10155	435	7234
10156	117	12999
10156	435	10311
10156	450	633
10157	88	3987
10157	107	23049
10157	144	14950
10157	190	820
10157	234	4880
10157	234	863
10157	240	3764
10157	245	298
10157	435	773
10157	458	3599
10158	168	1643
10158	322	7518
10158	435	688
10159	30	29722
10159	30	3266
10159	107	130
10159	107	17221
10159	107	18589
10159	107	4059
10159	107	5168
10159	144	14950
10159	190	3181
10159	240	3764
10159	245	298
10159	337	2364
10159	386	3181
10159	391	12269
10159	435	773
10159	473	21929
10159	530	10288
1016	379	298
10160	107	130
10160	107	18589
10160	107	23073
10160	190	820
10160	240	3764
10160	245	298
10160	348	11300
10160	435	773
10160	536	8652
10161	550	667
10161	550	8940
10162	240	3764
10162	348	423
10162	435	773
10163	42	1594
10163	379	298
10163	435	28995
10164	107	829
10164	240	3764
10164	245	298
10164	435	773
10164	516	2823
10164	530	6137
10165	107	130
10165	107	14648
10165	107	6536
10165	144	15068
10165	190	820
10165	195	820
10165	240	3764
10165	245	298
10165	259	481
10165	435	773
10166	379	298
10166	435	560
10166	504	84
10167	234	2578
10167	240	3764
10167	435	773
10167	458	2184
10168	93	3388
10168	395	3388
10168	395	7797
10169	93	8345
1017	93	7840
1017	435	14241
10170	88	793
10170	240	3764
10170	435	773
10170	458	6639
10171	243	9757
10171	283	820
10171	379	298
10171	385	19084
10171	435	4401
10171	435	495
10171	504	6382
10171	530	10288
10172	267	26683
10172	338	862
10172	379	298
10172	543	862
10173	379	298
10173	453	1114
10173	535	9032
10174	107	130
10174	107	3288
10174	107	4059
10174	190	820
10174	240	3764
10174	245	298
10174	435	773
10175	240	3764
10175	435	18864
10176	93	1197
10176	93	9553
10177	93	29481
10177	394	11548
10177	435	16901
10178	240	3764
10178	435	773
10179	107	11155
10179	190	820
10179	234	10936
10179	240	3764
10179	245	401
10179	435	773
10179	459	7198
10179	473	2625
10179	536	1012
10180	154	14610
10181	282	15676
10181	379	298
10182	107	5246
10182	195	820
10182	234	22336
10182	240	3764
10182	435	773
10182	458	743
10183	88	7274
10183	240	3764
10183	245	679
10183	435	773
10183	458	6031
10184	93	2132
10184	98	24447
10185	322	7517
10185	343	820
10186	88	8813
10186	107	130
10186	107	6536
10186	190	3524
10186	190	820
10186	195	3524
10186	234	1012
10186	240	3764
10186	245	298
10186	435	773
10186	459	2914
10186	473	3434
10186	536	2578
10186	536	6304
10187	93	2968
10188	107	5246
10188	190	820
10188	240	9581
10188	391	3524
10188	435	773
10189	107	14102
10189	234	30216
10189	240	3764
10189	245	298
10189	435	773
10189	473	17289
1019	379	298
1019	385	14717
1019	535	14717
10190	240	3764
10190	435	773
10191	58	11361
10191	58	11544
10191	58	1189
10191	58	15039
10191	58	19047
10191	58	23334
10191	58	24387
10191	58	29203
10191	58	6758
10191	117	5515
10191	435	14041
10191	550	6889
10192	431	1527
10193	435	7477
10194	88	129
10194	240	3764
10194	435	773
10194	458	16221
10194	536	25365
10195	107	5749
10195	240	3764
10195	435	773
10196	93	2003
10196	435	10311
10196	435	30028
10197	435	10311
10197	435	555
102	75	500
102	93	21806
102	435	10311
102	490	500
102	543	13219
1020	30	11729
1020	240	3764
1020	245	298
1020	435	773
1020	446	4111
1020	473	3434
10200	88	21796
10200	126	23272
10200	234	852
10200	240	3764
10200	245	298
10200	435	773
10200	458	4436
10200	536	15312
10201	93	7198
10201	130	495
10202	146	16904
10202	146	5415
10202	146	918
10202	215	12271
10202	215	30425
10202	435	17735
10203	93	9960
10203	194	24448
10203	229	9940
10204	435	7629
10205	93	31048
10206	93	773
10207	450	20505
10209	88	4354
10209	190	820
10209	240	3764
10209	245	298
10209	435	773
1021	435	2178
10210	435	773
10210	458	13870
10211	45	826
10212	406	13356
10212	406	3297
10212	406	97
10213	75	17357
10213	243	26918
10213	270	108
10213	270	28146
10213	435	10311
10213	435	190
10214	88	5623
10214	190	820
10214	195	820
10214	240	3764
10214	245	204
10214	435	773
10214	458	6639
10214	473	2827
10214	536	5561
10215	117	26621
10215	117	9305
10215	235	15048
10216	30	14075
10216	30	29722
10216	107	130
10216	107	3288
10216	190	820
10216	195	820
10216	240	3764
10216	245	298
10216	435	773
10216	458	972
10216	536	1945
10217	168	6947
10217	322	2814
10217	361	200
10218	78	10216
10218	168	820
10218	322	298
10218	322	401
10218	358	10135
10218	358	20586
10218	358	2665
10218	367	28883
10218	382	23825
10218	388	28883
10218	429	10216
10218	435	688
10218	482	28883
10218	492	1141
10218	512	25312
10219	168	820
10219	322	298
10219	382	1098
10219	435	688
10219	492	1084
1022	190	820
1022	240	9581
1022	435	773
10220	168	820
10220	322	298
10220	358	3555
10220	382	1098
10220	416	13824
10220	429	10216
10220	435	688
10220	492	508
10221	56	10222
10221	93	24982
10221	412	10222
10222	177	708
10222	237	25731
10222	379	508
10222	467	17749
10223	240	3764
10223	435	773
10223	458	19813
10224	242	820
10224	379	679
10224	435	4481
10224	504	13111
10225	88	5964
10225	107	3288
10225	190	820
10225	240	9581
10225	245	298
10225	435	773
10226	169	8808
10226	511	8808
10227	343	820
10228	107	130
10228	107	1879
10228	107	3288
10228	190	820
10228	195	820
10228	240	9581
10228	245	1046
10228	245	298
10228	391	26691
10228	435	773
10228	516	2739
10228	536	1012
10228	536	11019
10229	107	130
10229	190	820
10229	234	6304
10229	240	9581
10229	245	298
10229	435	773
10229	536	2654
10229	536	2922
1023	237	237
1023	379	57
1023	435	59
1023	467	8145
1023	524	7391
10230	107	6536
10230	190	820
10230	234	2578
10230	240	3764
10230	245	298
10230	273	401
10230	391	18957
10230	391	22
10230	435	773
10230	459	2914
10230	473	3434
10231	267	27088
10231	322	298
10231	371	27088
10231	435	7234
10232	93	14068
10232	298	21233
10232	298	6924
10232	363	10430
10232	363	10902
10233	343	820
10233	346	204
10234	147	3734
10235	250	12565
10235	412	23662
10236	282	14440
10236	379	692
10237	375	2587
10237	375	455
10237	375	648
10237	379	1501
10237	379	1660
10237	379	298
10237	379	568
10237	379	679
10237	379	692
10237	379	739
10237	379	817
10237	435	6766
10238	240	3764
10238	435	773
10238	459	2914
10239	107	11678
10239	170	9194
10239	190	93
10239	195	93
10239	240	3764
10239	245	20621
10239	245	508
10239	259	4886
10239	259	512
10239	259	720
10239	273	4886
10239	318	4168
10239	337	1376
10239	337	19870
10239	337	20786
10239	337	2364
10239	337	24392
10239	337	7848
10239	361	5678
10239	391	2981
10239	391	3329
10239	435	773
10239	458	13511
10239	473	4886
10239	516	15502
10239	529	5023
1024	0	2823
1024	379	298
1024	453	481
10240	107	19279
10240	361	1316
10240	435	773
10241	435	847
10242	121	10248
10242	121	11005
10242	121	11111
10242	121	12230
10242	121	14405
10242	121	16471
10242	121	18050
10242	121	19730
10242	121	29171
10242	121	29442
10242	121	30083
10242	121	3177
10242	121	5425
10242	121	7534
10242	121	971
10242	379	204
10242	453	407
10243	107	1872
10243	190	820
10243	195	820
10243	240	3764
10243	245	298
10243	386	820
10243	435	773
10243	458	17422
10243	473	116
10244	250	4992
10244	379	204
10245	343	461
10245	343	820
10245	395	24119
10246	343	1493
10246	343	5542
10246	343	820
10246	395	29618
10246	395	4444
10247	379	298
10248	30	10242
10248	30	29959
10248	30	8670
10248	107	130
10248	107	1879
10248	107	5246
10248	170	17947
10248	190	515
10248	190	820
10248	234	2602
10248	240	3764
10248	245	204
10248	273	407
10248	361	31
10248	361	485
10248	361	848
10248	391	30861
10248	391	31
10248	435	773
10248	458	7883
10248	512	10242
10248	536	2602
10249	322	298
10249	361	2052
10249	397	25986
10249	435	3050
1025	3	424
1025	32	6100
1025	86	424
1025	217	1660
1025	217	1690
1025	217	180
1025	217	2033
1025	217	2290
1025	217	2811
1025	217	29071
1025	217	298
1025	217	314
1025	217	496
1025	217	508
1025	217	679
1025	217	692
1025	217	7445
1025	242	515
1025	243	29071
1025	250	1071
1025	250	14746
1025	250	2287
1025	250	29071
1025	250	3464
1025	250	383
1025	250	621
1025	250	6335
1025	250	7445
1025	250	7446
1025	250	9261
1025	282	14440
1025	282	1891
1025	283	515
1025	283	6333
1025	283	8009
1025	283	8590
1025	375	384
1025	379	1025
1025	385	15046
1025	385	16955
1025	385	28956
1025	385	3262
1025	385	8652
1025	435	6
10250	45	1038
10250	243	499
10250	243	918
10250	395	499
10250	435	10311
10250	435	7629
10251	358	19451
10252	107	9265
10252	190	820
10252	240	3764
10252	245	298
10252	435	773
10252	458	265
10253	136	2155
10254	88	5071
10254	240	3764
10254	245	298
10254	435	773
10254	458	3623
10254	473	1561
10254	535	21503
10254	544	7964
10255	466	757
10256	343	820
10256	356	27194
10257	93	6229
10257	379	2290
10258	343	313
10259	107	11155
10259	107	21119
10259	190	820
10259	234	1945
10259	240	3764
10259	259	2290
10259	273	1561
10259	391	2290
10259	435	773
10259	473	12667
10259	536	1288
1026	435	1393
10260	93	3587
10260	169	10180
10260	267	2828
10261	93	4899
10261	93	88
10262	240	3764
10262	435	773
10263	93	1967
10263	93	3587
10263	110	17334
10264	240	3764
10264	435	773
10264	458	14280
10265	93	18045
10266	322	508
10266	435	3050
10267	51	18385
10267	107	5535
10267	151	7603
10267	197	2082
10267	197	24099
10267	240	3764
10267	259	8216
10267	318	12656
10267	323	1276
10267	413	1279
10267	466	757
10267	498	2418
10268	42	19458
10268	242	11891
10268	282	14440
10268	379	1698
10269	240	9581
10269	435	773
10269	458	8633
1027	93	21138
1027	93	59
1027	93	7902
1027	117	8553
10270	88	5775
10270	186	298
10270	240	9581
10270	245	298
10270	272	152
10270	435	773
